,Name,Genre
1449,Clash of Elementalists,1
1450,Clash of the Titans,8
1451,Class of Heroes,4
1452,Classic Action: Devilish,8
1453,Classic Dungeon X2,8
1454,Classic Dungeon: Fuyoku no Masoujin,1
1455,Classic NES Series: Bomberman,5
1456,Classic NES Series: Castlevania,5
1457,Classic NES Series: Donkey Kong,6
1458,Classic NES Series: Dr. Mario,7
1459,Classic NES Series: Excitebike,5
1460,Classic NES Series: Ice Climber,2
1461,Classic NES Series: Metroid,6
1462,Classic NES Series: Pac-Man,5
1463,Classic NES Series: Super Mario Bros.,2
1464,Classic NES Series: The Legend of Zelda,9
1465,Classic NES Series: Xevious,2
1466,Classic NES Series: Zelda II: The Adventure of Link,11
1467,Classic Road,4
1468,Classic Word Games,3
1469,ClayFighter 63 1/3,1
1470,Clever Kids: Creepy Crawlies,4
1471,Clever Kids: Pirates,9
1472,Clive Barker's Jericho,2
1473,Clock Tower,2
1474,Clock Tower 3,2
1475,Clock Tower II: The Struggle Within,2
1476,Clock Tower: The First Fear,1
1477,Clock Zero: Shuuen no Ichibyou - ExTime,2
1478,Clock Zero: Shuuen no Ichibyou Portable,5
1479,Clockwork Knight,9
1480,Close Combat: First to Fight,5
1481,Cloudy With a Chance of Meatballs,2
1482,Clover no Kuni no Alice: Wonderful Wonder World,6
1483,Clu Clu Land,2
1484,Club Penguin: Elite Penguin Force,2
1485,Club Penguin: Elite Penguin Force - Herbert's Revenge,11
1486,Club Penguin: Game Day!,4
1487,Clubhouse Games,4
1488,Clue / Mouse Trap / Perfection / Aggravation,7
1489,Cocoto Kart Racer,9
1490,Cocoto Magic Circus,1
1491,Code Geass: Hangyaku no Lelouch,2
1492,Code Geass: Hangyaku no Lelouch - Lost Colors,4
1493,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,1
1494,Code Lyoko,2
1495,Code Lyoko: Fall of X.A.N.A.,1
1496,Code Lyoko: Quest for Infinity,12
1497,Code Name: S.T.E.A.M.,2
1498,Code R,1
1499,Code of Princess,2
1500,Code:Realize - Sousei no Himegimi,9
1501,Coded Arms,9
1502,Coded Arms: Contagion,8
1503,Coded Soul: Uke Keigareshi Idea,9
1504,Codename Tenka,5
1505,Codename: Kids Next Door: Operation S.O.D.A.,5
1506,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,12
1507,Codename: Panzers Cold War,12
1508,Codename: Panzers Complete Collection,12
1509,Codename: Panzers Phase Two,1
1510,Cold Fear,4
1511,Cold Stone Creamery: Scoop It Up,9
1512,Cold War,9
1513,Cold Winter,7
1514,Colin McRae Rally,7
1515,Colin McRae Rally 04,7
1516,Colin McRae Rally 2.0,7
1517,Colin McRae Rally 2005,7
1518,Colin McRae Rally 2005 plus,7
1519,Colin McRae Rally 3,1
1520,Collar x Malice,11
1521,College Hoops 2K6,11
1522,College Hoops 2K7,11
1523,College Hoops 2K8,11
1524,College Slam,10
1525,Colony Wars,10
1526,Colony Wars III: Red Sun,10
1527,Colony Wars: Vengeance,4
1528,Color Cross,8
1529,Colosseum: Road to Freedom,10
1530,Combat Flight Simulator 3: Battle for Europe,12
1531,Combat Mission: Shock Force,12
1532,Combat of Giants: Dinosaurs 3D,9
1533,Combat: Task Force 121,11
1534,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,12
1535,Command & Conquer,12
1536,Command & Conquer 3: Deluxe Edition,12
1537,Command & Conquer 3: Kane's Wrath,12
1538,Command & Conquer 3: Tiberium Wars,12
1539,Command & Conquer 4: Tiberian Twilight,12
1540,Command & Conquer Collection,9
1541,Command & Conquer Renegade,12
1542,Command & Conquer: Red Alert,12
1543,Command & Conquer: Red Alert 2,12
1544,Command & Conquer: Red Alert 3,12
1545,Command & Conquer: Red Alert 3 Ultimate Edition,12
1546,Command & Conquer: Red Alert Retaliation,12
1547,Command & Conquer: The First Decade,12
1548,Command & Conquer: Tiberian Sun,12
1549,Commander: Conquest of the Americas,1
1550,Commando,9
1551,Commando: Steel Disaster,12
1552,Commandos 2: Men of Courage,12
1553,Commandos 3: Destination Berlin,9
1554,Commandos: Strike Force,12
1555,Company of Heroes,12
1556,Company of Heroes 2,12
1557,Company of Heroes: Anthology,12
1558,Company of Heroes: Opposing Fronts,12
1559,Company of Heroes: Tales of Valor,1
1560,Conan,8
1561,Conception II: Children of the Seven Stars,8
1562,Conception: Please Give Birth to My Child!,1
1563,Condemned 2: Bloodshot,1
1564,Condemned: Criminal Origins,9
1565,Conduit 2,12
1566,Conflict Zone,9
1567,Conflict: Denied Ops,9
1568,Conflict: Desert Storm,9
1569,Conflict: Desert Storm II - Back to Bagdhad,9
1570,Conflict: Global Terror,9
1571,Conflict: Vietnam,1
1572,Congo Bongo,5
1573,Conker's Bad Fur Day,2
1574,Conker: Live And Reloaded,4
1575,Connect Four / Perfection / Trouble,1
1576,Constantine,8
1577,Contact,3
1578,Contender 2,9
1579,Contra 4,9
1580,Contra Advance: The Alien Wars EX,9
1581,Contra III: The Alien Wars,9
1582,Contra: Legacy of War,9
1583,Contra: Shattered Soldier,5
1584,Contrast,4
1585,Cook Wars,5
1586,Cookie & Cream,10
1587,Cooking Mama,10
1588,Cooking Mama 2: Dinner With Friends,10
1589,Cooking Mama 3: Shop & Chop,10
1590,Cooking Mama 4: Kitchen Magic!,10
1591,Cooking Mama 5: Bon Appetit!,10
1592,Cooking Mama: Cook Off,10
1593,Cooking Mama: My Sweets Shop,10
1594,Cooking Mama: World Kitchen,11
1595,Cool Boarders,11
1596,Cool Boarders 2,11
1597,Cool Boarders 2001,11
1598,Cool Boarders 3,11
1599,Cool Boarders 4,1
1600,Coraline,2
1601,Coronation Street: The Mystery of the Missing Hotpot Recipe,2
1602,Corpse Party: Blood Covered - Repeated Fear,2
1603,Corpse Party: Blood Drive,2
1604,Corpse Party: Book of Shadows,7
1605,Corvette,7
1606,Corvette Evolution GT,1
1607,Cory in the House,4
1608,Cosmetic Paradise: Make no Kiseki,9
1609,Cosmic Ark,4
1610,Cosmic Family,4
1611,Cosmos Chaos!,12
1612,Cossacks: European Wars,2
1613,Countdown Vampires,6
1614,Countdown: The Game,9
1615,Counter Force,9
1616,Counter-Strike,9
1617,Counter-Strike: Source,4
1618,Country Dance,4
1619,Country Dance 2,1
1620,Country Dance: All Stars,7
1621,Courier Crisis,1
1622,Coven and Labyrinth of Refrain,1
1623,Covert Ops: Nuclear Dawn,9
1624,Crackdown,9
1625,Crackdown 2,6
1626,Cradle of Rome,10
1627,Crafting Mama,4
1628,Cranium Kabookii,5
1629,Crash & Spyro Superpack,7
1630,Crash 'N' Burn,5
1631,Crash Bandicoot,5
1632,Crash Bandicoot 2: Cortex Strikes Back,5
1633,Crash Bandicoot 2: N-Tranced,5
1634,Crash Bandicoot 3: Warped,5
1635,Crash Bandicoot Purple: Ripto's Rampage,5
1636,Crash Bandicoot: The Huge Adventure,5
1637,Crash Bandicoot: The Wrath of Cortex,4
1638,Crash Bash,4
1639,Crash Boom Bang!,7
1640,Crash City Mayhem,7
1641,Crash Nitro Kart,4
1642,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,7
1643,Crash Tag Team Racing,7
1644,Crash Team Racing,7
1645,Crash Time: Autobahn Pusuit,1
1646,Crash of the Titans,5
1647,Crash: Mind Over Mutant,5
1648,Crash: Twinsanity,4
1649,Crayola: Colorful Journey,6
1650,Crayola: Treasure Adventures,1
1651,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,5
1652,Crayon Shin-Chan: Arashi o Yobu Enji,1
1653,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,1
1654,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,1
1655,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,2
1656,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,1
1657,Crazy Chicken Tales,5
1658,Crazy Chicken: Atlantis Quest,6
1659,Crazy Chicken: Pharaoh's Treasure,7
1660,Crazy Chicken: Star Karts,1
1661,Crazy Climber,6
1662,Crazy Machines,7
1663,Crazy Taxi,7
1664,Crazy Taxi 2,7
1665,Crazy Taxi 3: High Roller,7
1666,Crazy Taxi: Catch a Ride,7
1667,Crazy Taxi: Fare Wars,1
1668,Create,12
1669,Creeper World 3: Arc Eternal,8
1670,Crime Crackers,7
1671,Crime Killer,2
1672,Crime Lab: Body of Evidence,1
1673,Crime Life: Gang Wars,2
1674,Crime Scene,8
1675,Criminal Girls 2,8
1676,Criminal Girls: Invite Only,8
1677,Crimson Gem Saga,1
1678,Crimson Sea,1
1679,Crimson Sea 2,10
1680,Crimson Skies: High Road to Revenge,8
1681,Crimson Tears,8
1682,Crisis Core: Final Fantasy VII,1
1683,Critical Depth,3
1684,Criticom,5
1685,Croc 2,5
1686,Croc: Legend of the Gobbos,2
1687,Cross + Channel,1
1688,Cross Ange: Tenshi to Ryuu no Rondo tr.,2
1689,Cross Channel: In Memory of All People,8
1690,Cross Edge,8
1691,Cross Edge Dash,8
1692,Cross Treasures,6
1693,Crossroad Crisis,6
1694,CrossworDS,1
1695,"Crouching Tiger, Hidden Dragon",7
1696,Cruis'n,7
1697,Cruis'n Exotica,7
1698,Cruis'n USA,7
1699,Cruis'n World,6
1700,Cruise Ship Vacation Games,2
1701,Crusader: No Remorse,8
1702,Crusaders of Might and Magic,6
1703,Crush,5
1704,Crush3D,11
1705,Crushed Baseball,9
1706,Crypt Killer,9
1707,Crysis,1
1708,Crysis 2,9
1709,Crysis 3,9
1710,Crysis: Maximum Edition,9
1711,Crysis: Warhead,1
1712,Crystal Castles,6
1713,Cube,5
1714,Cubic Ninja,2
1715,Cubivore: Survival of the Fittest,4
1716,Culdcept,12
1717,Culdcept DS,12
1718,Culdcept Revolt,8
1719,Culdcept SAGA,1
1720,Curious George,6
1721,Curse of the Amsterdam Diamond,2
1722,Cursed Mountain,1
1723,Custer's Revenge,3
1724,Custom Beat Battle: Draglade 2,1
1725,Custom Drive,8
1726,Custom Robo,3
1727,Custom Robo Arena,3
1728,Custom Robo V2,6
1729,Cut the Rope,1
1730,Cy Girls,1
1731,Cyber Sled,3
1732,Cyber Troopers Virtual-On,3
1733,Cyber Troopers Virtual-On Marz,11
1734,CyberTiger,1
1735,Cyberia,2
1736,D,2
1737,D.C. II P.S.: Da Capo II Plus Situation,2
1738,D.C. III: Da Capo III,2
1739,D.C.F.S.: Da Capo Four Seasons,2
1740,D.C.I.F.: Da Capo Innocent Finale,2
1741,D.Gray-man: Kami no Shitotachi,2
1742,D.Gray-man: Sousha no Shikaku,7
1743,D1 Professional Drift Grand Prix Series,8
1744,DC Universe Online,10
1745,DDRMAX2: Dance Dance Revolution,2
1746,DEATH NOTE: Kira Game,2
1747,DEATH NOTE: L o Tsugu Mono,11
1748,DECA Sports Freedom,9
1749,DICE: DNA Integrated Cybernetic Enterprises,4
1750,DJ Hero,4
1751,DJ Hero 2,4
1752,DJ Max Fever,4
1753,DJ Max Portable 3,4
1754,DJ Max Technika Tune,4
1755,DJ Star,5
1756,DK: King of Swing,3
1757,DOA 2: Dead or Alive 2 Hardcore,4
1758,DS Bimoji Training,4
1759,DS Bungaku Zenshuu,4
1760,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,4
1761,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,2
1762,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,2
1763,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,4
1764,DS Rakubiki Jiten,4
1765,DS Uranai Seikatsu,2
1766,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,7
1767,DT Carnage,7
1768,DT Racer,4
1769,DX Game of Life,4
1770,DX Game of Life 2,2
1771,Da Capo I & II Plus Situation Portable,1
1772,DaGeDar,12
1773,Dai Senryaku VII: Modern Military Tactics,12
1774,Dai-2-Ji Super Robot Taisen OG,12
1775,Dai-2-Ji Super Robot Taisen Z Saisei-hen,12
1776,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,12
1777,Dai-2-Ji Super Robot Taisen α,12
1778,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,12
1779,Dai-4-Ji Super Robot Taisen,12
1780,Dai-4-Ji Super Robot Taisen S,4
1781,Daibakushou: Jinsei Gekijou,4
1782,Daigasso! Band Brothers,4
1783,Daigasso! Band Brothers P,3
1784,Daikaijuu Battle: Ultra Coliseum,3
1785,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,8
1786,Daikaijyuu Monogatari,8
1787,Daikaijyuu Monogatari II,11
1788,Daisy Fuentes Pilates,4
1789,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,4
1790,Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,4
1791,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,4
1792,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,4
1793,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,4
1794,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,4
1795,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,4
1796,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,4
1797,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,4
1798,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,4
1799,Daito Giken Premium Pachi-Slot Collection: Yoshimune,2
1800,Daiya no Kuni no Alice: Wonderful Mirror World,7
1801,Dakar 2: The World's Ultimate Rally,10
1802,Damage Inc.: Pacific Squadron WWII,9
1803,Damnation,8
1804,Danball Senki,1
1805,Danball Senki Boost,4
1806,Dance Central,4
1807,Dance Central 2,4
1808,Dance Central 3,4
1809,Dance Central: Spotlight,10
1810,Dance Dance Revolution (Japan),10
1811,Dance Dance Revolution (North America),10
1812,Dance Dance Revolution 2nd ReMIX,10
1813,Dance Dance Revolution 3rdMix,10
1814,Dance Dance Revolution Disney Mix,10
1815,Dance Dance Revolution Extra Mix,10
1816,Dance Dance Revolution Extreme,10
1817,Dance Dance Revolution Extreme 2,10
1818,Dance Dance Revolution SuperNOVA,10
1819,Dance Dance Revolution SuperNOVA 2,10
1820,Dance Dance Revolution Ultramix,10
1821,Dance Dance Revolution Ultramix 2,10
1822,Dance Dance Revolution Ultramix 3,10
1823,Dance Dance Revolution Universe,10
1824,Dance Dance Revolution Universe 2,10
1825,Dance Dance Revolution Universe 3,10
1826,Dance Dance Revolution X,10
1827,Dance Dance Revolution X2,10
1828,Dance Dance Revolution: Disney Channel Edition,10
1829,Dance Dance Revolution: Disney Grooves,10
1830,Dance Dance Revolution: Hottest Party,10
1831,Dance Dance Revolution: Hottest Party 2,10
1832,Dance Dance Revolution: Hottest Party 3,4
1833,Dance Dance Revolution: Hottest Party 5,4
1834,Dance Dance Revolution: Mario Mix,10
1835,Dance Dance Revolution: Mario Mix (JP sales),1
1836,Dance Factory,4
1837,Dance Paradise,4
1838,Dance Party: Pop Hits,4
1839,Dance Sensation!,4
1840,Dance on Broadway,4
1841,Dance! It's Your Stage,10
1842,DanceDanceRevolution,4
1843,DanceMasters,4
1844,DanceStar Party,2
1845,Dancing Blade II: Tears of Eden,4
1846,Dancing With The Stars,11
1847,Dancing on Ice,4
1848,Dancing with the Stars: We Dance!,4
1849,Danganronpa 2: Goodbye Despair,1
1850,Danganronpa Another Episode: Ultra Despair Girls,4
1851,Danganronpa: Trigger Happy Havoc,1
1852,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,1
1853,Daniel X: The Ultimate Power,1
1854,Danny Phantom: The Ultimate Enemy,1
1855,Danny Phantom: Urban Jungle,1
1856,Dante's Inferno,1
1857,Darius Burst: Chronicle Saviours,9
1858,Darius Gaiden,9
1859,Darius II,8
1860,Dark Angel: Vampire Apocalypse,9
1861,Dark Arena,9
1862,Dark Cavern,8
1863,Dark Cloud,8
1864,Dark Cloud 2,8
1865,Dark Half,8
1866,Dark Messiah of Might and Magic Elements,6
1867,Dark Parables: The Exiled Prince,3
1868,Dark Rift,9
1869,Dark Sector,8
1870,Dark Souls,8
1871,Dark Souls II,8
1872,Dark Souls III,11
1873,Dark Summit,6
1874,Dark Tales: Edgar Allan Poe's The Premature Burial,1
1875,Dark Void,10
1876,DarkStar One,10
1877,DarkStar One: Broken Alliance,2
1878,Darkened Skye,9
1879,Darkest of Days,10
1880,Darklight Conflict,1
1881,Darksiders,1
1882,Darksiders II,8
1883,Darkspore,3
1884,Darkstalkers 3,3
1885,Darkstalkers Chronicle: The Chaos Tower,3
1886,Darkstalkers Resurrection,8
1887,Darkstone,9
1888,Darkwatch,4
1889,Data East Arcade Classics,2
1890,Date A Live: Arusu Install,2
1891,Date A Live: Rine Utopia,1
1892,Date-A-Live Twin Edition: Rio Reincarnation,2
1893,Datenshi no Amai Yuuwaku x Kaikan Phrase,11
1894,Dave Mirra BMX Challenge,11
1895,Dave Mirra Freestyle BMX,11
1896,Dave Mirra Freestyle BMX 2,11
1897,Dave Mirra Freestyle BMX 3,11
1898,Dave Mirra Freestyle BMX: Maximum Remix,11
1899,Davis Cup Tennis,10
1900,Dawn of Discovery,8
1901,Dawn of Heroes,8
1902,Dawn of Mana,5
1903,Daxter,7
1904,Daytona USA,7
1905,Daytona USA Championship Circuit Edition,11
1906,Dead Ball Zone,1
1907,Dead Head Fred,1
1908,Dead Island,1
1909,Dead Island Definitive Collection,1
1910,Dead Island: Riptide,9
1911,Dead Man's Hand,1
1912,Dead Rising,1
1913,Dead Rising 2,1
1914,Dead Rising 2: Off the Record,1
1915,Dead Rising 3,1
1916,Dead Rising: Chop Till You Drop,1
1917,Dead Space,9
1918,Dead Space 2,1
1919,Dead Space 3,9
1920,Dead Space Extraction,1
1921,Dead in the Water,3
1922,Dead or Alive,3
1923,Dead or Alive 2,3
1924,Dead or Alive 3,3
1925,Dead or Alive 4,3
1926,Dead or Alive 5,4
1927,Dead or Alive Paradise,3
1928,Dead or Alive Ultimate,11
1929,Dead or Alive Xtreme 2,11
1930,Dead or Alive Xtreme 3: Fortune,11
1931,Dead or Alive Xtreme 3: Venus,11
1932,Dead or Alive Xtreme Beach Volleyball,3
1933,Dead or Alive: Dimensions,9
1934,Dead to Rights,9
1935,Dead to Rights II,9
1936,Dead to Rights: Reckoning,9
1937,Dead to Rights: Retribution,11
1938,Deadliest Catch: Alaskan Storm,11
1939,Deadliest Catch: Sea of Chaos,3
1940,Deadliest Warrior: Ancient Combat,3
1941,Deadly Arts,1
1942,Deadly Creatures,9
1943,Deadly Duck,1
1944,Deadly Premonition,1
1945,Deadpool,4
1946,Deal or No Deal,4
1947,Deal or No Deal: Special Edition,4
1948,Deal or No Deal: The Banker is Back!,1
1949,Death By Degrees,2
1950,Death Connection Portable,5
1951,Death Jr.,5
1952,Death Jr. II: Root of Evil,5
1953,Death Jr. and the Science Fair of Doom,5
1954,Death Jr.: Root of Evil,1
1955,Death Trap,9
1956,DeathSmiles,9
1957,DeathSmiles II,11
1958,Deathrow: Underground Team Combat,1
1959,Deathtrap Dungeon,11
1960,Deca Sports,11
1961,Deca Sports 2,11
1962,Deca Sports 3,11
1963,Deca Sports DS,11
1964,Deca Sports Extreme,11
1965,Decathlete,8
1966,Deception III: Dark Delusion,1
1967,Deception IV: Blood Ties,2
1968,Deep Fear,1
1969,Deep Labyrinth,4
1970,Deepak Chopra's Leela,11
1971,Deer Drive,1
1972,Deer Drive: Legends,11
1973,Deer Hunter,1
1974,Def Jam Fight For NY: The Takeover,1
1975,Def Jam Icon,4
1976,Def Jam Rapstar,3
1977,Def Jam Vendetta,3
1978,Def Jam: Fight for NY,9
1979,DefCon 5,4
1980,Defender,9
1981,Defender II,12
1982,Defendin' De Penguin,9
1983,Defiance,9
1984,Delta Force: Black Hawk Down,9
1985,Dementium II,9
1986,Dementium: The Ward,8
1987,DemiKids: Dark Version,8
1988,DemiKids: Light Version,12
1989,Demigod,7
1990,Demolition Racer,9
1991,Demon Attack,7
1992,Demon Driver: Time to Burn Rubber!,8
1993,Demon Gaze,8
1994,Demon Gaze 2,8
1995,Demon's Souls,3
1996,Dengeki Bunko Fighting Climax,8
1997,Dengeki Gakuen RPG: Cross of Venus,8
1998,Dengeki Gakuen RPG: Cross of Venus Special,6
1999,Denki Blocks!,3
2000,Dennou Senki Virtual-On Force,5
2001,Densetsu no Stafi,5
2002,Densetsu no Stafi 2,5
2003,Densetsu no Stafi 3,5
2004,Densetsu no Stafi 4,8
2005,Densetsu no Yuusha no Densetsu: Legendary Saga,10
2006,Densha De Go!,10
2007,Densha De Go! 2,10
2008,Densha De Go! 3 Tsuukinhen,10
2009,Densha De Go! 64,10
2010,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,10
2011,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,2
2012,Deponia,11
2013,Derby Jockey 2,11
2014,Derby Jockey: Kishou e no Michi,11
2015,Derby Stallion,11
2016,Derby Stallion 04,11
2017,Derby Stallion 64,11
2018,Derby Stallion 96,11
2019,Derby Stallion 98,11
2020,Derby Stallion 99,11
2021,Derby Stallion Advance,11
2022,Derby Stallion DS,11
2023,Derby Stallion Gold,11
2024,Derby Stallion II,11
2025,Derby Stallion III,11
2026,Derby Stallion P,11
2027,Derby Time 2006,11
2028,Derby Tsuku 5: Derby Uma o Tsukurou!,11
2029,Derby Tsuku: Derby Uma o Tsukurou!,9
2030,Descent,9
2031,Descent Maximum,9
2032,Desert Falcon,10
2033,Desert Strike Advance,2
2034,Desire,12
2035,Desktop Tower Defense,5
2036,Despicable Me: The Game,6
2037,Despicable Me: The Game - Minion Mayhem,9
2038,Destiny,8
2039,Destiny Links,9
2040,Destiny: The Collection,9
2041,Destiny: The Taken King,3
2042,Destrega,9
2043,Destroy All Humans!,1
2044,Destroy All Humans! 2,1
2045,Destroy All Humans! Big Willy Unleashed,1
2046,Destroy All Humans! Path of the Furon,7
2047,Destruction Derby,7
2048,Destruction Derby 2,7
2049,Destruction Derby 64,7
2050,Destruction Derby Arenas,7
2051,Destruction Derby Raw,9
2052,Detana TwinBee Yahho! Deluxe Pack,2
2053,Detective Barbie: The Mystery Cruise,2
2054,Detective Conan: Marionette Symphony,1
2055,Detective Conan: Phantom Rhapsody,1
2056,Detective Conan: Prelude from the Past,1
2057,Detective Jinguuji Saburo: Ronde Revenge,2
2058,Detective Opera: Milky Holmes 2,8
2059,Deus Ex,9
2060,Deus Ex: Human Revolution,9
2061,Deus Ex: Invisible War,8
2062,Deus Ex: Mankind Divided,1
2063,Deus Ex: The Conspiracy,6
2064,Devil Dice,1
2065,Devil Kings,1
2066,Devil May Cry,1
2067,Devil May Cry 2,1
2068,Devil May Cry 3: Dante's Awakening,1
2069,Devil May Cry 3: Dante's Awakening Special Edition,1
2070,Devil May Cry 4,1
2071,Devil May Cry HD Collection,12
2072,Devil Survivor: Over Clock,1
2073,Devil's Third,5
2074,Dewy's Adventure,4
2075,Dexter's Lab Chess Challenge,2
2076,Dexter's Laboratory Deesaster Strikes,8
2077,Di-Gata Defenders,7
2078,DiRT,7
2079,DiRT 2,7
2080,DiRT 3,7
2081,DiRT Rally,7
2082,DiRT Showdown,8
2083,Diablo,8
2084,Diablo II,8
2085,Diablo II: Lord of Destruction,8
2086,Diablo III,2
2087,Diabolik Lovers,1
2088,Diabolik Lovers: Dark Fate,2
2089,Diabolik Lovers: Lunatic Parade,2
2090,Diabolik Lovers: More Blood,1
2091,Diabolik Lovers: Vandead Carnival,4
2092,Diary Girl,7
2093,Diddy Kong Racing,7
2094,Diddy Kong Racing DS,9
2095,Die Hard Trilogy,1
2096,Die Hard Trilogy 2: Viva Las Vegas,9
2097,Die Hard: Vendetta,1
2098,Diego's Build & Rescue,1
2099,Dies Irae: Amantes Amentes,6
2100,Dig Dug,6
2101,Dig Dug: Digging Strike,10
2102,Digger Simulator,1
2103,Digging for Dinosaurs,8
2104,Digimon Adventure,8
2105,Digimon Adventure: Anode Tamer,3
2106,Digimon All-Star Rumble,3
2107,Digimon Battle Spirit 2,12
2108,Digimon Digital Card Battle,7
2109,Digimon Racing,3
2110,Digimon Rumble Arena,3
2111,Digimon Rumble Arena 2,8
2112,Digimon Story: Cyber Sleuth,8
2113,Digimon Story: Lost Evolution,8
2114,Digimon Story: Super Xros Wars Blue/Red,8
2115,Digimon World,8
2116,Digimon World 2,8
2117,Digimon World 4,8
2118,Digimon World Championship,8
2119,Digimon World DS,8
2120,Digimon World DS (JP sales),1
2121,Digimon World Re:Digitize,8
2122,Digimon World Re:Digitize Decode,8
2123,Digimon World: Data Squad,8
2124,Digimon World: Dawn / Dusk,1
2125,Digimon World: Next Order,6
2126,Diner Dash: Flo on the Go,6
2127,Diner Dash: Sizzle & Serve,1
2128,Dino Crisis,1
2129,Dino Crisis 2,1
2130,Dino Crisis 3,11
2131,Dino Dini's Kick Off Revival,12
2132,Dino Master: Dig Discover Duel,10
2133,Dino Pets,9
2134,Dino Stalker,12
2135,Dinosaur King,1
2136,Dinotopia: The Sunstone Odyssey,1
2137,Dinotopia: The Timestone Pirates,9
2138,Dirge of Cerberus: Final Fantasy VII,1
2139,Disaster Report,1
2140,Disaster: Day of Crisis,12
2141,Disciples III: Renaissance,10
2142,Discovery Kids: Dolphin Discovery,10
2143,Discovery Kids: Kitten Corner,10
2144,Discovery Kids: Parrot Pals,10
2145,Discovery Kids: Pony Paradise,10
2146,Discovery Kids: Puppy Playtime,10
2147,Discovery Kids: Snake Safari,4
2148,Discovery Kids: Spider Quest,2
2149,Discworld,2
2150,Discworld II: Mortality Bytes!,8
2151,Disgaea 2: Cursed Memories,8
2152,Disgaea 2: Dark Hero Days,8
2153,Disgaea 3: Absence of Justice,8
2154,Disgaea 4: A Promise Unforgotten,8
2155,Disgaea 5: Alliance of Vengeance,8
2156,Disgaea D2: A Brighter Darkness,8
2157,Disgaea DS,2
2158,Disgaea Infinite,8
2159,Disgaea: Afternoon of Darkness,8
2160,Disgaea: Hour of Darkness,1
2161,Dishonored,1
2162,Disney Art Academy,4
2163,Disney Channel: All Star Party,2
2164,Disney Fairies: Tinker Bell,2
2165,Disney Fairies: Tinker Bell and the Great Fairy Rescue,2
2166,Disney Fairies: Tinker Bell and the Lost Treasure,10
2167,Disney Friends,11
2168,Disney Golf,4
2169,Disney Guilty Party,1
2170,Disney Infinity,1
2171,Disney Infinity 2.0: Marvel Super Heroes,1
2172,Disney Infinity 3.0,1
2173,Disney Magic World 2,2
2174,Disney Magical World,1
2175,Disney Planes Fire & Rescue,5
2176,Disney Princess,2
2177,Disney Princess: Enchanted Journey,4
2178,Disney Princess: Enchanting Storybooks,2
2179,Disney Princess: Magical Jewels,4
2180,Disney Sing It,4
2181,Disney Sing It! High School Musical 3: Senior Year,4
2182,Disney Sing It: Family Hits,4
2183,Disney Sing It: Party Hits,4
2184,Disney Sing It: Pop Hits,11
2185,Disney Sports Basketball,11
2186,Disney Sports Football,11
2187,Disney Sports Skateboarding,11
2188,Disney Sports Soccer,4
2189,Disney Stitch Jam,4
2190,Disney TH!NK Fast: The Ultimate Trivia Showdown,1
2191,Disney Tangled,1
2192,Disney Universe,5
2193,Disney's 102 Dalmatians: Puppies to the Rescue,2
2194,Disney's A Christmas Carol,5
2195,Disney's Aladdin,1
